order_id,order_timestamp,origin_region,destination_region,carrier,product_category,weight_kg,unit_margin_usd,order_value_usd,warehouse_receipt_time,pack_complete_time,ship_time,scheduled_delivery_date,actual_delivery_date,return_flag,is_unresolved_shipment,Time_to_Pack_Hours,Transit_Days_Scheduled,Delivery_Variance_Days,Order_to_Ship_Hours,Carrier_Route,distance_factor,Estimated_Shipping_Cost_USD,SLA_Status,Margin_Tier
ORD-102794,2024-02-17 10:43:00,Southwest,Northeast,Standard,Toys,1.65,9.0,42.64,2024-02-17 10:53:00,2024-02-17 19:39:47.801982792,2024-02-17 22:32:47.801982792,2024-02-22 22:32:47.801982792,2024-02-23 20:10:44.634787977,False,False,8.78,5.0,0.9,11.83,Standard | Southwest -> Northeast,2.4,16.63,1-2 Days Late,Low Margin (<$10)
ORD-105077,2024-07-10 22:33:00,Midwest,Southwest,Standard,Toys,0.44,9.0,34.29,2024-07-10 23:40:00,2024-07-11 01:31:10.814246524,2024-07-11 03:49:10.814246524,2024-07-16 03:49:10.814246524,2024-07-16 07:21:33.901094574,False,False,1.85,5.0,0.15,5.27,Standard | Midwest -> Southwest,1.5,2.77,1-2 Days Late,Low Margin (<$10)
ORD-102465,2024-12-04 13:05:00,West,West,Standard,Toys,2.0,9.0,17.68,2024-12-04 14:26:00,2024-12-04 16:33:44.485051944,2024-12-04 18:07:44.485051944,2024-12-09 18:07:44.485051944,2024-12-11 04:38:33.398882076,False,False,2.13,5.0,1.44,5.05,Standard | West -> West,0.4,3.36,1-2 Days Late,Low Margin (<$10)
ORD-104312,2024-07-01 20:48:00,Northeast,Northeast,Express,Home Goods,8.31,22.0,166.22,2024-07-01 22:06:00,2024-07-02 05:40:24.398073548,2024-07-02 08:29:24.398073548,2024-07-04 08:29:24.398073548,2024-07-04 12:06:30.852751052,False,False,7.57,2.0,0.15,11.69,Express | Northeast -> Northeast,0.4,25.93,1-2 Days Late,High Margin ($20+)
ORD-105233,2024-09-15 09:18:00,South,Midwest,Standard,Electronics,2.89,38.0,253.24,2024-09-15 10:01:00,2024-09-15 13:04:59.052457785,2024-09-15 14:36:59.052457785,2024-09-20 14:36:59.052457785,2024-09-20 01:39:27.351835306,False,False,3.07,5.0,-0.54,5.32,Standard | South -> Midwest,1.1,13.35,On-Time,High Margin ($20+)
ORD-106475,2024-03-10 08:22:00,West,Midwest,Standard,Toys,1.77,9.0,51.28,2024-03-10 09:07:00,2024-03-10 12:07:52.388040628,2024-03-10 12:56:52.388040628,2024-03-15 12:56:52.388040628,2024-03-15 12:10:22.657199375,False,False,3.01,5.0,-0.03,4.58,Standard | West -> Midwest,1.8,13.38,On-Time,Low Margin (<$10)
ORD-104466,2024-05-15 06:35:00,Southwest,Southwest,Standard,Toys,0.86,9.0,19.77,2024-05-15 07:29:00,2024-05-15 12:06:17.215167763,2024-05-15 15:24:17.215167763,2024-05-20 15:24:17.215167763,2024-05-21 23:19:23.019625204,False,False,4.62,5.0,1.33,8.82,Standard | Southwest -> Southwest,0.4,1.44,1-2 Days Late,Low Margin (<$10)
ORD-104381,2024-11-26 15:52:00,West,South,Standard,Books,0.6,4.0,16.41,2024-11-26 16:12:00,2024-11-26 22:51:19.985631559,2024-11-26 23:35:19.985631559,2024-12-01 23:35:19.985631559,2024-12-01 03:56:30.118874672,False,False,6.66,5.0,-0.82,7.72,Standard | West -> South,2.0,5.04,On-Time,Low Margin (<$10)
ORD-105120,2024-10-06 15:21:00,West,Northeast,Standard,Toys,0.05,9.0,50.55,2024-10-06 16:22:00,2024-10-06 19:23:58.824245013,2024-10-06 21:30:58.824245013,2024-10-11 21:30:58.824245013,2024-10-11 07:47:06.570484803,False,False,3.03,5.0,-0.57,6.17,Standard | West -> Northeast,2.9,0.61,On-Time,Low Margin (<$10)
ORD-104562,2024-09-21 00:11:00,Midwest,Northeast,Standard,Apparel,0.62,14.0,42.67,2024-09-21 01:10:00,2024-09-21 09:49:36.216663073,2024-09-21 13:13:36.216663073,2024-09-26 13:13:36.216663073,2024-09-26 05:26:35.921618163,False,False,8.66,5.0,-0.32,13.04,Standard | Midwest -> Northeast,1.2,3.12,On-Time,Mid Margin ($10-20)
ORD-100378,2024-09-02 17:04:00,Southwest,Southwest,Standard,Beauty,0.26,11.0,46.4,2024-09-02 17:35:00,2024-09-02 23:38:38.960150151,2024-09-03 02:13:38.960150151,2024-09-08 02:13:38.960150151,2024-09-08 09:05:03.428932450,True,False,6.06,5.0,0.29,9.16,Standard | Southwest -> Southwest,0.4,0.44,1-2 Days Late,Mid Margin ($10-20)
ORD-102759,2024-07-28 00:54:00,West,West,Express,Home Goods,6.69,22.0,118.11,2024-07-28 01:22:00,2024-07-28 04:34:52.876540375,2024-07-28 05:47:52.876540375,2024-07-30 05:47:52.876540375,2024-07-30 21:21:29.081198384,False,False,3.21,2.0,0.65,4.9,Express | West -> West,0.4,20.87,1-2 Days Late,High Margin ($20+)
ORD-106959,2024-05-13 05:28:00,West,West,Standard,Toys,0.05,9.0,22.75,2024-05-13 05:40:00,2024-05-13 08:09:54.884440568,2024-05-13 10:35:54.884440568,2024-05-18 10:35:54.884440568,2024-05-18 19:55:06.628064246,False,False,2.5,5.0,0.39,5.13,Standard | West -> West,0.4,0.08,1-2 Days Late,Low Margin (<$10)
ORD-106781,2024-05-26 20:23:00,Northeast,South,Standard,Sports,3.2,17.0,86.75,2024-05-26 21:48:00,2024-05-27 07:11:00.733365664,2024-05-27 10:10:00.733365664,2024-06-01 10:10:00.733365664,2024-05-31 17:58:52.142945437,False,False,9.38,5.0,-0.67,13.78,Standard | Northeast -> South,1.4,18.82,On-Time,Mid Margin ($10-20)
ORD-101289,2024-08-15 02:25:00,Southwest,West,Standard,Toys,1.43,9.0,44.14,2024-08-15 02:45:00,2024-08-15 10:37:01.301881940,2024-08-15 12:12:01.301881940,2024-08-20 12:12:01.301881940,2024-08-20 16:27:43.458756515,False,False,7.87,5.0,0.18,9.78,Standard | Southwest -> West,1.0,6.01,1-2 Days Late,Low Margin (<$10)
ORD-106743,2024-11-25 05:21:00,Midwest,Midwest,Standard,Home Goods,11.17,22.0,113.86,2024-11-25 05:45:00,2024-11-25 07:58:47.423424572,2024-11-25 09:30:47.423424572,2024-11-30 09:30:47.423424572,2024-12-11 01:17:15.343193823,False,False,2.23,5.0,10.66,4.16,Standard | Midwest -> Midwest,0.5,23.46,Severely Delayed (5+ Days),High Margin ($20+)
ORD-100011,2024-07-12 04:07:00,West,Midwest,Standard,Toys,1.82,9.0,40.1,2024-07-12 05:25:00,2024-07-12 06:59:08.973966421,2024-07-12 10:34:08.973966421,2024-07-17 10:34:08.973966421,2024-07-18 14:31:13.574353659,False,False,1.57,5.0,1.16,6.45,Standard | West -> Midwest,1.8,13.76,1-2 Days Late,Low Margin (<$10)
ORD-102066,2024-08-10 04:52:00,South,South,Express,Apparel,0.4,14.0,37.77,2024-08-10 06:18:00,2024-08-10 16:59:40.258931460,2024-08-10 18:01:40.258931460,2024-08-12 18:01:40.258931460,2024-08-12 09:08:18.951436404,False,False,10.69,2.0,-0.37,13.16,Express | South -> South,0.5,1.56,On-Time,Mid Margin ($10-20)
ORD-106210,2024-04-11 12:01:00,South,Midwest,Standard,Toys,2.0,9.0,60.45,2024-04-11 13:08:00,2024-04-11 15:04:20.774978656,2024-04-11 16:46:20.774978656,2024-04-16 16:46:20.774978656,,False,True,1.94,5.0,,4.76,Standard | South -> Midwest,1.1,9.24,Unresolved,Low Margin (<$10)
ORD-104479,2024-09-06 07:34:00,South,Northeast,Standard,Beauty,0.37,11.0,33.3,2024-09-06 08:31:00,2024-09-06 14:37:56.747900271,2024-09-06 18:29:56.747900271,2024-09-11 18:29:56.747900271,2024-09-13 20:02:02.456562467,False,False,6.12,5.0,2.06,10.93,Standard | South -> Northeast,1.4,2.18,3-5 Days Late,Mid Margin ($10-20)
ORD-101055,2024-05-27 02:37:00,West,West,Express,Sports,5.59,17.0,88.2,2024-05-27 02:58:00,2024-05-27 07:58:40.269368595,2024-05-27 09:24:40.269368595,2024-05-29 09:24:40.269368595,2024-05-30 15:00:14.622238350,False,False,5.01,2.0,1.23,6.79,Express | West -> West,0.4,17.44,1-2 Days Late,Mid Margin ($10-20)
ORD-103700,2024-06-07 23:31:00,Southwest,West,Standard,Toys,1.12,9.0,57.21,2024-06-08 00:09:00,2024-06-08 05:17:39.085343595,2024-06-08 06:57:39.085343595,2024-06-13 06:57:39.085343595,2024-06-12 03:30:58.116270777,False,False,5.14,5.0,-1.14,7.44,Standard | Southwest -> West,1.0,4.7,On-Time,Low Margin (<$10)
ORD-105577,2024-09-07 23:37:00,Southwest,South,Express,Apparel,0.05,14.0,28.2,2024-09-08 00:43:00,2024-09-08 05:53:32.454305443,2024-09-08 07:39:32.454305443,2024-09-10 07:39:32.454305443,2024-09-10 06:07:47.900845162,False,False,5.18,2.0,-0.06,8.04,Express | Southwest -> South,1.0,0.39,On-Time,Mid Margin ($10-20)
ORD-109025,2024-10-19 15:16:00,South,Midwest,Express,Toys,0.05,9.0,46.67,2024-10-19 16:19:00,2024-10-20 03:23:52.502191996,2024-10-20 04:21:52.502191996,2024-10-22 04:21:52.502191996,2024-10-21 12:38:54.795898425,False,False,11.08,2.0,-0.65,13.1,Express | South -> Midwest,1.1,0.43,On-Time,Low Margin (<$10)
ORD-104641,2024-11-18 04:10:00,Northeast,South,Standard,Electronics,3.59,38.0,283.68,2024-11-18 04:37:00,2024-11-18 06:47:55.201174330,2024-11-18 10:09:55.201174330,2024-11-23 10:09:55.201174330,2024-11-23 11:01:25.694701084,False,False,2.18,5.0,0.04,6.0,Standard | Northeast -> South,1.4,21.11,1-2 Days Late,High Margin ($20+)
ORD-108722,2024-11-28 18:38:00,West,Northeast,Standard,Home Goods,4.73,22.0,31.38,2024-11-28 19:28:00,2024-11-29 02:14:41.652943237,2024-11-29 03:17:41.652943237,2024-12-04 03:17:41.652943237,2024-12-04 15:31:43.710971121,False,False,6.78,5.0,0.51,8.66,Standard | West -> Northeast,2.9,57.61,1-2 Days Late,High Margin ($20+)
ORD-109736,2024-12-21 16:04:00,South,Midwest,Express,Toys,1.37,9.0,42.76,2024-12-21 16:24:00,2024-12-22 03:04:14.028226960,2024-12-22 05:16:14.028226960,2024-12-24 05:16:14.028226960,2024-12-24 03:21:23.141552315,False,False,10.67,2.0,-0.08,13.2,Express | South -> Midwest,1.1,11.75,On-Time,Low Margin (<$10)
ORD-101111,2024-01-25 02:21:00,Midwest,South,Standard,Apparel,0.94,14.0,43.87,2024-01-25 02:33:00,2024-01-25 04:34:29.535618867,2024-01-25 06:29:29.535618867,2024-01-30 06:29:29.535618867,2024-01-29 17:32:52.630003777,False,False,2.02,5.0,-0.54,4.14,Standard | Midwest -> South,1.1,4.34,On-Time,Mid Margin ($10-20)
ORD-109271,2024-02-19 23:02:00,West,West,Standard,Toys,1.89,9.0,47.4,2024-02-19 23:19:00,2024-02-20 01:38:14.008725724,2024-02-20 04:29:14.008725724,2024-02-25 04:29:14.008725724,2024-02-29 15:26:27.552640391,False,False,2.32,5.0,4.46,5.45,Standard | West -> West,0.4,3.18,3-5 Days Late,Low Margin (<$10)
ORD-102729,2024-09-14 05:36:00,Southwest,Southwest,Standard,Electronics,0.06,38.0,180.88,2024-09-14 07:03:00,2024-09-14 10:28:14.410321003,2024-09-14 12:00:35.067128002,2024-09-19 12:00:35.067128002,2024-09-20 05:20:32.020282189,False,False,3.42,5.0,0.72,6.41,Standard | Southwest -> Southwest,0.4,0.1,1-2 Days Late,High Margin ($20+)
ORD-100737,2024-01-31 12:05:00,South,South,Express,Toys,2.66,9.0,38.51,2024-01-31 12:28:00,2024-01-31 14:53:34.348153292,2024-01-31 17:05:34.348153292,2024-02-02 17:05:34.348153292,2024-02-02 22:43:11.196622896,False,False,2.43,2.0,0.23,5.01,Express | South -> South,0.5,10.37,1-2 Days Late,Low Margin (<$10)
ORD-101748,2024-10-21 12:47:00,Southwest,Midwest,Standard,Apparel,0.34,14.0,34.6,2024-10-21 13:46:00,2024-10-21 16:59:24.219899036,2024-10-21 17:39:24.219899036,2024-10-26 17:39:24.219899036,2024-10-27 01:28:41.515897720,False,False,3.22,5.0,0.33,4.87,Standard | Southwest -> Midwest,1.5,2.14,1-2 Days Late,Mid Margin ($10-20)
ORD-109311,2024-08-28 23:10:00,Midwest,Midwest,Standard,Sports,2.15,17.0,72.79,2024-08-29 00:05:00,2024-08-29 04:29:54.885651127,2024-08-29 07:14:54.885651127,2024-09-03 07:14:54.885651127,2024-09-02 16:22:24.310818783,False,False,4.42,5.0,-0.62,8.08,Standard | Midwest -> Midwest,0.5,4.51,On-Time,Mid Margin ($10-20)
ORD-107787,2024-09-12 19:10:00,West,West,Standard,Toys,0.96,9.0,42.38,2024-09-12 19:30:00,2024-09-12 21:28:29.456535349,2024-09-12 22:59:29.456535349,2024-09-17 22:59:29.456535349,2024-09-18 00:28:04.400187558,False,False,1.97,5.0,0.06,3.82,Standard | West -> West,0.4,1.61,1-2 Days Late,Low Margin (<$10)
ORD-105591,2024-07-31 20:41:00,Southwest,Northeast,Express,Sports,4.75,17.0,74.38,2024-07-31 21:16:00,2024-07-31 22:30:52.996511403,2024-07-31 23:44:52.996511403,2024-08-02 23:44:52.996511403,2024-08-04 07:25:20.027517594,False,False,1.25,2.0,1.32,3.06,Express | Southwest -> Northeast,2.4,88.92,1-2 Days Late,Mid Margin ($10-20)
ORD-102434,2024-11-09 13:58:00,Midwest,West,Standard,Home Goods,5.92,22.0,153.19,2024-11-09 14:08:00,2024-11-09 17:34:00.247040311,2024-11-09 20:11:00.247040311,2024-11-14 20:11:00.247040311,2024-11-15 04:03:17.929359917,False,False,3.43,5.0,0.33,6.22,Standard | Midwest -> West,1.8,44.76,1-2 Days Late,High Margin ($20+)
ORD-101545,2024-01-13 05:53:00,West,West,Standard,Toys,1.43,9.0,59.2,2024-01-13 06:14:00,2024-01-13 10:23:52.731302875,2024-01-13 11:52:52.731302875,2024-01-18 11:52:52.731302875,2024-01-18 06:35:08.175217645,False,False,4.16,5.0,-0.22,6.0,Standard | West -> West,0.4,2.4,On-Time,Low Margin (<$10)
ORD-102893,2024-05-13 08:29:00,West,Northeast,Standard,Apparel,0.62,14.0,66.55,2024-05-13 09:28:00,2024-05-14 00:48:36.815134740,2024-05-14 02:30:36.815134740,2024-05-19 02:30:36.815134740,2024-05-18 13:46:40.253260313,False,False,15.34,5.0,-0.53,18.03,Standard | West -> Northeast,2.9,7.55,On-Time,Mid Margin ($10-20)
ORD-103817,2024-05-31 01:16:00,Midwest,West,Standard,Apparel,0.56,14.0,39.84,2024-05-31 02:11:00,2024-05-31 03:31:13.911399038,2024-05-31 05:43:13.911399038,2024-06-05 05:43:13.911399038,2024-06-05 12:51:27.042480773,False,False,1.34,5.0,0.3,4.45,Standard | Midwest -> West,1.8,4.23,1-2 Days Late,Mid Margin ($10-20)
ORD-101195,2024-10-26 03:43:00,Southwest,Midwest,Standard,Toys,1.94,9.0,30.9,2024-10-26 05:09:00,2024-10-26 08:38:05.798822316,2024-10-26 11:24:05.798822316,2024-10-31 11:24:05.798822316,2024-10-30 14:21:41.753143290,False,False,3.48,5.0,-0.88,7.68,Standard | Southwest -> Midwest,1.5,12.22,On-Time,Low Margin (<$10)
ORD-108003,2024-03-24 14:00:00,Southwest,West,Express,Toys,1.01,9.0,46.79,2024-03-24 14:49:00,2024-03-25 02:33:44.169043524,2024-03-25 04:31:44.169043524,2024-03-27 04:31:44.169043524,2024-03-27 10:25:07.305693660,False,False,11.75,2.0,0.25,14.53,Express | Southwest -> West,1.0,7.88,1-2 Days Late,Low Margin (<$10)
ORD-103448,2024-10-30 22:11:00,Southwest,South,Express,Apparel,0.98,14.0,52.43,2024-10-30 22:55:00,2024-10-31 05:32:14.691302277,2024-10-31 08:12:14.691302277,2024-11-02 08:12:14.691302277,2024-11-01 14:58:35.439925340,False,False,6.62,2.0,-0.72,10.02,Express | Southwest -> South,1.0,7.64,On-Time,Mid Margin ($10-20)
ORD-101435,2024-08-04 20:42:00,South,Southwest,Express,Beauty,0.39,11.0,31.14,2024-08-04 21:00:00,2024-08-05 00:18:09.309070368,2024-08-05 03:17:09.309070368,2024-08-07 03:17:09.309070368,2024-08-06 19:48:27.016976871,False,False,3.3,2.0,-0.31,6.59,Express | South -> Southwest,1.0,3.04,On-Time,Mid Margin ($10-20)
ORD-109473,2024-07-09 01:01:00,Northeast,Midwest,Express,Toys,1.74,9.0,30.42,2024-07-09 01:22:00,2024-07-09 03:40:39.361138574,2024-07-09 04:50:39.361138574,2024-07-11 04:50:39.361138574,2024-07-11 02:52:29.903162752,False,False,2.31,2.0,-0.08,3.83,Express | Northeast -> Midwest,1.2,16.29,On-Time,Low Margin (<$10)
ORD-108436,2024-12-17 22:45:00,South,Midwest,Express,Home Goods,0.2,22.0,68.42,2024-12-17 23:44:00,2024-12-18 05:34:53.661340294,2024-12-18 06:27:53.661340294,2024-12-20 06:27:53.661340294,2024-12-21 02:47:05.880309147,False,False,5.85,2.0,0.85,7.71,Express | South -> Midwest,1.1,1.72,1-2 Days Late,High Margin ($20+)
ORD-103029,2024-10-09 23:12:00,West,West,Standard,Apparel,0.25,14.0,28.27,2024-10-09 23:20:00,2024-10-10 01:39:31.749947032,2024-10-10 03:29:31.749947032,2024-10-15 03:29:31.749947032,2024-10-15 16:10:00.870462501,False,False,2.33,5.0,0.53,4.29,Standard | West -> West,0.4,0.42,1-2 Days Late,Mid Margin ($10-20)
ORD-106354,2024-10-18 14:44:00,Midwest,South,Express,Apparel,0.5,14.0,76.58,2024-10-18 16:07:00,2024-10-18 17:19:47.905113006,2024-10-18 18:45:47.905113006,2024-10-20 18:45:47.905113006,2024-10-19 20:34:05.359284632,False,False,1.21,2.0,-0.92,4.03,Express | Midwest -> South,1.1,4.29,On-Time,Mid Margin ($10-20)
ORD-103774,2024-04-04 00:10:00,Southwest,Midwest,Standard,Electronics,2.6,38.0,194.89,2024-04-04 00:45:00,2024-04-04 04:07:53.052367321,2024-04-04 06:24:53.052367321,2024-04-09 06:24:53.052367321,2024-04-09 05:52:21.950306347,False,False,3.38,5.0,-0.02,6.25,Standard | Southwest -> Midwest,1.5,16.38,On-Time,High Margin ($20+)
ORD-108922,2024-01-05 16:44:00,Southwest,Northeast,Standard,Sports,5.08,17.0,65.01,2024-01-05 17:54:00,2024-01-05 20:51:23.571273304,2024-01-05 23:09:23.571273304,2024-01-10 23:09:23.571273304,2024-01-10 09:02:52.085743191,False,False,2.96,5.0,-0.59,6.42,Standard | Southwest -> Northeast,2.4,51.21,On-Time,Mid Margin ($10-20)
ORD-100036,2024-07-08 22:58:00,West,South,Standard,Toys,2.23,9.0,48.08,2024-07-08 23:26:00,2024-07-09 03:44:36.552506590,2024-07-09 07:13:36.552506590,2024-07-14 07:13:36.552506590,2024-07-13 19:46:06.930279173,False,False,4.31,5.0,-0.48,8.26,Standard | West -> South,2.0,18.73,On-Time,Low Margin (<$10)
ORD-103552,2024-07-24 06:39:00,South,West,Standard,Sports,3.84,17.0,72.11,2024-07-24 07:06:00,2024-07-24 09:17:22.545965346,2024-07-24 11:10:22.545965346,2024-07-29 11:10:22.545965346,2024-07-29 05:53:04.559909341,False,False,2.19,5.0,-0.22,4.52,Standard | South -> West,2.0,32.26,On-Time,Mid Margin ($10-20)
ORD-103283,2024-11-05 00:12:00,Northeast,Southwest,Standard,Toys,0.05,9.0,34.37,2024-11-05 01:31:00,2024-11-05 04:03:15.650154470,2024-11-05 06:05:15.650154470,2024-11-10 06:05:15.650154470,2024-11-15 00:50:21.560188747,True,False,2.54,5.0,4.78,5.89,Standard | Northeast -> Southwest,2.4,0.5,3-5 Days Late,Low Margin (<$10)
ORD-106450,2024-07-10 05:05:00,Midwest,Southwest,Standard,Home Goods,6.64,22.0,131.29,2024-07-10 05:43:00,2024-07-10 08:59:43.530088450,2024-07-10 10:44:43.530088450,2024-07-15 10:44:43.530088450,2024-07-15 03:59:00.158215954,False,False,3.28,5.0,-0.28,5.66,Standard | Midwest -> Southwest,1.5,41.83,On-Time,High Margin ($20+)
ORD-109030,2024-10-02 11:21:00,Northeast,Northeast,Express,Sports,4.56,17.0,46.18,2024-10-02 11:31:00,2024-10-02 18:46:42.207076299,2024-10-02 19:59:42.207076299,2024-10-04 19:59:42.207076299,2024-10-03 18:15:51.939783469,False,False,7.26,2.0,-1.07,8.65,Express | Northeast -> Northeast,0.4,14.23,On-Time,Mid Margin ($10-20)
ORD-105068,2024-06-15 10:14:00,Midwest,West,Standard,Apparel,0.65,14.0,40.55,2024-06-15 11:18:00,2024-06-15 15:59:49.322617299,2024-06-15 19:58:49.322617299,2024-06-20 19:58:49.322617299,2024-06-21 06:33:24.866544639,False,False,4.7,5.0,0.44,9.75,Standard | Midwest -> West,1.8,4.91,1-2 Days Late,Mid Margin ($10-20)
ORD-105357,2024-05-03 20:51:00,West,South,Express,Toys,2.0,9.0,35.56,2024-05-03 21:33:00,2024-05-04 00:14:14.261804509,2024-05-04 03:36:14.261804509,2024-05-06 03:36:14.261804509,2024-05-04 23:26:08.898267583,False,False,2.69,2.0,-1.17,6.75,Express | West -> South,2.0,31.2,On-Time,Low Margin (<$10)
ORD-100831,2024-04-03 15:49:00,Northeast,South,Standard,Apparel,0.54,14.0,66.4,2024-04-03 16:09:00,2024-04-03 17:06:40.626448063,2024-04-03 17:36:40.626448063,2024-04-08 17:36:40.626448063,2024-04-08 20:39:11.754268967,False,False,0.96,5.0,0.13,1.79,Standard | Northeast -> South,1.4,3.18,1-2 Days Late,Mid Margin ($10-20)
ORD-100374,2024-02-04 02:35:00,West,Northeast,Standard,Sports,6.04,17.0,79.86,2024-02-04 03:13:00,2024-02-04 15:10:39.290226962,2024-02-04 16:46:39.290226962,2024-02-09 16:46:39.290226962,2024-02-09 13:30:33.561931864,False,False,11.96,5.0,-0.14,14.19,Standard | West -> Northeast,2.9,73.57,On-Time,Mid Margin ($10-20)
ORD-104076,2024-06-15 06:55:00,Southwest,Northeast,Standard,Books,0.51,4.0,15.52,2024-06-15 07:57:00,2024-06-15 16:33:25.671629725,2024-06-15 18:23:25.671629725,2024-06-20 18:23:25.671629725,2024-06-21 10:14:54.361767165,False,False,8.61,5.0,0.66,11.47,Standard | Southwest -> Northeast,2.4,5.14,1-2 Days Late,Low Margin (<$10)
ORD-108575,2024-07-17 17:32:00,West,Southwest,Express,Books,0.7,4.0,13.37,2024-07-17 18:18:00,2024-07-17 22:16:39.662990979,2024-07-18 01:07:39.662990979,2024-07-20 01:07:39.662990979,2024-07-19 23:17:23.158850165,False,False,3.98,2.0,-0.08,7.59,Express | West -> Southwest,1.0,5.46,On-Time,Low Margin (<$10)
ORD-108052,2024-10-15 10:11:00,West,Midwest,Express,Electronics,1.97,38.0,290.02,2024-10-15 11:19:00,2024-10-15 18:51:14.349218791,2024-10-15 19:46:14.349218791,2024-10-17 19:46:14.349218791,2024-10-18 01:24:12.003666676,False,False,7.54,2.0,0.23,9.59,Express | West -> Midwest,1.8,27.66,1-2 Days Late,High Margin ($20+)
ORD-103730,2024-05-24 08:09:00,West,Northeast,Standard,Sports,4.77,17.0,67.98,2024-05-24 08:25:00,2024-05-24 10:31:49.435497331,2024-05-24 12:19:49.435497331,2024-05-29 12:19:49.435497331,2024-05-30 04:06:26.812926478,False,False,2.11,5.0,0.66,4.18,Standard | West -> Northeast,2.9,58.1,1-2 Days Late,Mid Margin ($10-20)
ORD-104904,2024-05-18 09:56:00,Northeast,Northeast,Express,Apparel,0.72,14.0,32.54,2024-05-18 11:01:00,2024-05-18 14:10:59.302331290,2024-05-18 15:00:59.302331290,2024-05-20 15:00:59.302331290,2024-05-20 20:03:44.998360742,False,False,3.17,2.0,0.21,5.08,Express | Northeast -> Northeast,0.4,2.25,1-2 Days Late,Mid Margin ($10-20)
ORD-105426,2024-08-24 07:21:00,West,West,Express,Books,0.73,4.0,19.5,2024-08-24 08:33:00,2024-08-24 14:42:52.093058842,2024-08-24 18:00:52.093058842,2024-08-26 18:00:52.093058842,2024-08-26 09:53:31.171140786,False,False,6.16,2.0,-0.34,10.66,Express | West -> West,0.4,2.28,On-Time,Low Margin (<$10)
ORD-101762,2024-01-05 22:19:00,Southwest,Midwest,Express,Beauty,0.08,11.0,32.59,2024-01-05 23:06:00,2024-01-06 01:14:31.673651150,2024-01-06 01:51:31.673651150,2024-01-08 01:51:31.673651150,2024-01-07 22:33:31.409442854,False,False,2.14,2.0,-0.14,3.54,Express | Southwest -> Midwest,1.5,0.94,On-Time,Mid Margin ($10-20)
ORD-101730,2024-07-01 03:47:00,South,Southwest,Express,Apparel,0.65,14.0,47.47,2024-07-01 04:36:00,2024-07-01 07:25:01.919690414,2024-07-01 10:30:01.919690414,2024-07-03 10:30:01.919690414,2024-07-03 01:30:50.275912192,False,False,2.82,2.0,-0.37,6.72,Express | South -> Southwest,1.0,5.07,On-Time,Mid Margin ($10-20)
ORD-103752,2024-04-21 00:52:00,West,Northeast,Standard,Toys,2.53,9.0,43.76,2024-04-21 01:47:00,2024-04-21 04:17:34.188396447,2024-04-21 06:02:34.188396447,2024-04-26 06:02:34.188396447,2024-04-25 10:50:51.565571383,False,False,2.51,5.0,-0.8,5.18,Standard | West -> Northeast,2.9,30.82,On-Time,Low Margin (<$10)
ORD-105463,2024-03-11 05:21:00,Midwest,Northeast,Standard,Sports,6.62,17.0,83.9,2024-03-11 05:28:00,2024-03-11 07:14:34.552241500,2024-03-11 08:54:34.552241500,2024-03-16 08:54:34.552241500,2024-03-15 17:06:17.038559674,False,False,1.78,5.0,-0.66,3.56,Standard | Midwest -> Northeast,1.2,33.36,On-Time,Mid Margin ($10-20)
ORD-103581,2024-11-24 20:53:00,South,Midwest,Standard,Toys,1.36,9.0,51.16,2024-11-24 22:05:00,2024-11-25 01:21:50.022344575,2024-11-25 03:16:50.022344575,2024-11-30 03:16:50.022344575,2024-11-29 15:48:20.827585534,False,False,3.28,5.0,-0.48,6.4,Standard | South -> Midwest,1.1,6.28,On-Time,Low Margin (<$10)
ORD-107179,2024-01-12 04:25:00,West,Southwest,Standard,Beauty,0.5,11.0,28.34,2024-01-12 04:59:00,2024-01-12 06:14:23.348026465,2024-01-12 09:34:23.348026465,2024-01-17 09:34:23.348026465,2024-01-17 07:31:15.551389434,False,False,1.26,5.0,-0.09,5.16,Standard | West -> Southwest,1.0,2.1,On-Time,Mid Margin ($10-20)
